Gene stable ID	Gene stable ID version	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name
ENSMUSG00000027722	ENSMUSG00000027722.14	3	37419896	37579096	Spata5
ENSMUSG00000022187	ENSMUSG00000022187.2	3	104350635	104366613	Gm5546
ENSMUSG00000033498	ENSMUSG00000033498.14	2	121363728	121387168	Strc
ENSMUSG00000092075	ENSMUSG00000092075.1	12	104080649	104086724	Serpina4-ps1
ENSMUSG00000111918	ENSMUSG00000111918.1	10	52693838	52697673	Gm47624
ENSMUSG00000112681	ENSMUSG00000112681.1	10	53102543	53104953	Gm47622
ENSMUSG00000043445	ENSMUSG00000043445.7	17	24470392	24473110	Pgp
ENSMUSG00000112576	ENSMUSG00000112576.1	10	52824305	52826842	Gm47621
ENSMUSG00000075267	ENSMUSG00000075267.9	2	76648476	76658556	Pjvk
ENSMUSG00000100322	ENSMUSG00000100322.6	Y	64323591	64333679	Gm29624
ENSMUSG00000103159	ENSMUSG00000103159.1	1	36922797	36926348	F830112A20Rik
ENSMUSG00000102930	ENSMUSG00000102930.1	1	36913601	36916539	Gm38115
ENSMUSG00000084099	ENSMUSG00000084099.1	4	126476302	126476671	Gm12929
ENSMUSG00000103016	ENSMUSG00000103016.1	1	36871903	36872045	Gm37506
ENSMUSG00000089952	ENSMUSG00000089952.1	19	28580533	28583294	4933413C19Rik
ENSMUSG00000026963	ENSMUSG00000026963.4	2	25288145	25289189	Tmem210
ENSMUSG00000095061	ENSMUSG00000095061.1	7	63916857	63920539	E030018B13Rik
ENSMUSG00000078346	ENSMUSG00000078346.3	X	14211148	14211661	H2al1n
ENSMUSG00000052942	ENSMUSG00000052942.13	19	28258851	28680077	Glis3
ENSMUSG00000098708	ENSMUSG00000098708.7	7	63896533	63899698	Gm27252
ENSMUSG00000052040	ENSMUSG00000052040.10	7	63886351	63938915	Klf13
ENSMUSG00000044030	ENSMUSG00000044030.4	7	19004044	19006777	Irf2bp1
ENSMUSG00000030409	ENSMUSG00000030409.16	7	19083849	19093821	Dmpk
ENSMUSG00000049184	ENSMUSG00000049184.6	8	33386325	33417467	Purg
ENSMUSG00000026156	ENSMUSG00000026156.8	1	23761753	23849158	B3gat2
ENSMUSG00000040548	ENSMUSG00000040548.16	11	106502147	106613423	Tex2
ENSMUSG00000026344	ENSMUSG00000026344.9	1	125867622	125913101	Lypd1
ENSMUSG00000114920	ENSMUSG00000114920.1	14	61283780	61284788	Gm19097
ENSMUSG00000028100	ENSMUSG00000028100.11	3	96706067	96708562	Nudt17
ENSMUSG00000082381	ENSMUSG00000082381.1	4	126476727	126477299	Gm12928
ENSMUSG00000070319	ENSMUSG00000070319.6	9	20894349	20898623	Eif3g
ENSMUSG00000067951	ENSMUSG00000067951.5	17	20729843	20739150	Vmn1r227
ENSMUSG00000020849	ENSMUSG00000020849.13	11	75732869	75765845	Ywhae
ENSMUSG00000030057	ENSMUSG00000030057.15	6	87842615	87851106	Cnbp
ENSMUSG00000106289	ENSMUSG00000106289.1	14	53977153	53977678	Trav23
ENSMUSG00000026155	ENSMUSG00000026155.13	1	23844846	23922317	Smap1
ENSMUSG00000105823	ENSMUSG00000105823.1	14	54000959	54001267	Trdv3
ENSMUSG00000082048	ENSMUSG00000082048.1	4	62939521	62939775	Gm11481
ENSMUSG00000083635	ENSMUSG00000083635.1	4	62939912	62940570	Gm11480
ENSMUSG00000116280	ENSMUSG00000116280.1	15	82800973	82803964	Gm49435
ENSMUSG00000112761	ENSMUSG00000112761.1	10	126962323	126962750	Gm47972
ENSMUSG00000112878	ENSMUSG00000112878.1	10	51666989	51675831	1700042O05Rik
ENSMUSG00000026343	ENSMUSG00000026343.6	1	125676995	125873862	Gpr39
ENSMUSG00000060245	ENSMUSG00000060245.5	17	20774984	20786157	Vmn1r228
ENSMUSG00000001076	ENSMUSG00000001076.7	15	99084086	99087817	C1ql4
ENSMUSG00000104658	ENSMUSG00000104658.4	14	54067579	54125395	Gm30275
ENSMUSG00000096176	ENSMUSG00000096176.1	14	54122226	54122241	Trdd2
ENSMUSG00000027317	ENSMUSG00000027317.8	2	119218119	119229906	Ppp1r14d
ENSMUSG00000041550	ENSMUSG00000041550.4	12	104101113	104106137	Serpina5
ENSMUSG00000076867	ENSMUSG00000076867.2	14	54074905	54075515	Trdv4
ENSMUSG00000037400	ENSMUSG00000037400.17	3	35754106	35856276	Atp11b
ENSMUSG00000097209	ENSMUSG00000097209.2	15	85580252	85593708	AU022754
ENSMUSG00000096749	ENSMUSG00000096749.2	14	54113468	54113478	Trdd1
ENSMUSG00000018398	ENSMUSG00000018398.18	11	53519257	53549565	Sept8
ENSMUSG00000076870	ENSMUSG00000076870.2	14	54123138	54123188	Trdj1
ENSMUSG00000022382	ENSMUSG00000022382.15	15	85535437	85582473	Wnt7b
ENSMUSG00000115689	ENSMUSG00000115689.1	14	118044974	118046864	4930435M08Rik
ENSMUSG00000022129	ENSMUSG00000022129.4	14	118012790	118052244	Dct
ENSMUSG00000115952	ENSMUSG00000115952.1	15	91074162	91075149	Gm18814
ENSMUSG00000040690	ENSMUSG00000040690.15	4	130047840	130099283	Col16a1
ENSMUSG00000116424	ENSMUSG00000116424.1	15	91128728	91129897	Gm7167
ENSMUSG00000029260	ENSMUSG00000029260.15	5	86889767	86906937	Ugt2b34
ENSMUSG00000006276	ENSMUSG00000006276.10	8	72340999	72421460	Eps15l1
ENSMUSG00000101505	ENSMUSG00000101505.1	14	61292980	61318146	1700109G14Rik
ENSMUSG00000060181	ENSMUSG00000060181.6	10	117733679	117746365	Slc35e3
ENSMUSG00000109750	ENSMUSG00000109750.1	8	33484196	33485167	Hmgb1-rs17
ENSMUSG00000099801	ENSMUSG00000099801.1	1	104632584	104633358	Gm29011
ENSMUSG00000084942	ENSMUSG00000084942.1	14	20398359	20398930	7330404K18Rik
ENSMUSG00000039543	ENSMUSG00000039543.16	14	20394193	20452226	Cfap70
ENSMUSG00000020783	ENSMUSG00000020783.14	11	73047783	73089317	Ncbp3
ENSMUSG00000104876	ENSMUSG00000104876.1	14	54142851	54148868	Trdc
ENSMUSG00000027380	ENSMUSG00000027380.10	2	127838876	128123873	Acoxl
ENSMUSG00000076873	ENSMUSG00000076873.2	14	54148662	54149294	Trdv5
ENSMUSG00000044164	ENSMUSG00000044164.2	13	43615710	43670945	Rnf182
ENSMUSG00000106112	ENSMUSG00000106112.1	14	54128298	54146287	Gm43434
ENSMUSG00000097735	ENSMUSG00000097735.7	19	28678224	28720027	D930032P07Rik
ENSMUSG00000032050	ENSMUSG00000032050.18	9	52047173	52100463	Rdx
ENSMUSG00000076871	ENSMUSG00000076871.1	14	54136779	54136837	Trdj2
ENSMUSG00000026494	ENSMUSG00000026494.12	1	178529125	178939200	Kif26b
ENSMUSG00000039105	ENSMUSG00000039105.6	4	63544772	63550750	Atp6v1g1
ENSMUSG00000114121	ENSMUSG00000114121.1	13	43683120	43701064	Gm47728
ENSMUSG00000040197	ENSMUSG00000040197.4	8	3847965	3854309	Cd209e
ENSMUSG00000043157	ENSMUSG00000043157.8	14	61309753	61311936	Arl11
ENSMUSG00000074895	ENSMUSG00000074895.10	13	54783998	54788459	Eif4e1b
ENSMUSG00000103449	ENSMUSG00000103449.1	1	186177338	186223789	Gm37134
ENSMUSG00000112955	ENSMUSG00000112955.1	13	9412517	9415160	Gm48889
ENSMUSG00000081343	ENSMUSG00000081343.1	9	31094202	31094994	Gm16071
ENSMUSG00000113922	ENSMUSG00000113922.1	13	9321427	9322979	Gm48887
ENSMUSG00000026959	ENSMUSG00000026959.13	2	25291181	25319187	Grin1
ENSMUSG00000102790	ENSMUSG00000102790.1	1	186182257	186182744	Gm37272
ENSMUSG00000115587	ENSMUSG00000115587.1	15	38573996	38577707	Gm29697
ENSMUSG00000113905	ENSMUSG00000113905.1	13	9557861	9561989	Gm48872
ENSMUSG00000102106	ENSMUSG00000102106.2	15	38549343	38594934	2310043O21Rik
ENSMUSG00000113984	ENSMUSG00000113984.1	13	9328630	9330247	Gm48890
ENSMUSG00000112948	ENSMUSG00000112948.1	13	9445900	9448419	Gm48871
ENSMUSG00000031995	ENSMUSG00000031995.9	9	31089402	31131853	St14
ENSMUSG00000113355	ENSMUSG00000113355.1	13	9635329	9637089	Gm48888
ENSMUSG00000106880	ENSMUSG00000106880.1	5	67933610	67943083	4930425K10Rik
ENSMUSG00000115491	ENSMUSG00000115491.1	15	38575805	38576649	Siah1-ps2
ENSMUSG00000114975	ENSMUSG00000114975.1	15	38574719	38574824	Gm49090
ENSMUSG00000094719	ENSMUSG00000094719.4	5	67941669	67977070	Gm5108
ENSMUSG00000037355	ENSMUSG00000037355.14	5	33378549	33419754	Uvssa
ENSMUSG00000108919	ENSMUSG00000108919.3	2	111561423	111569681	Olfr1295
ENSMUSG00000099350	ENSMUSG00000099350.1	Y	64368159	64368854	Gm29623
ENSMUSG00000039686	ENSMUSG00000039686.14	2	30097283	30124585	Zer1
ENSMUSG00000100329	ENSMUSG00000100329.1	Y	64374713	64378051	Gm29622
ENSMUSG00000102217	ENSMUSG00000102217.1	1	186347315	186348425	Gm37491
ENSMUSG00000097638	ENSMUSG00000097638.1	2	18799245	18801818	Carlr
ENSMUSG00000103690	ENSMUSG00000103690.1	1	186511838	186558681	A730004F24Rik
ENSMUSG00000105063	ENSMUSG00000105063.1	3	37339017	37341520	Gm43488
ENSMUSG00000116913	ENSMUSG00000116913.1	16	20241027	20242114	Gm49566
ENSMUSG00000106407	ENSMUSG00000106407.1	3	37312519	37404866	Gm43439
ENSMUSG00000099940	ENSMUSG00000099940.1	Y	64411147	64414386	Gm29265
ENSMUSG00000101113	ENSMUSG00000101113.1	15	77558239	77561892	1700025B11Rik
ENSMUSG00000037225	ENSMUSG00000037225.13	3	37348346	37410108	Fgf2
ENSMUSG00000106897	ENSMUSG00000106897.1	5	67980671	67984361	Gm43027
ENSMUSG00000107257	ENSMUSG00000107257.1	5	67988527	67989007	Gm43028
ENSMUSG00000021464	ENSMUSG00000021464.14	13	53109312	53286124	Ror2
ENSMUSG00000101766	ENSMUSG00000101766.1	Y	64473266	64499452	Gm20908
ENSMUSG00000041205	ENSMUSG00000041205.8	16	20233303	20241358	Map6d1
ENSMUSG00000027073	ENSMUSG00000027073.5	2	84980461	84983632	Prg2
ENSMUSG00000080733	ENSMUSG00000080733.2	X	14289739	14290604	Gm14867
ENSMUSG00000078429	ENSMUSG00000078429.9	10	126978717	126999975	Ctdsp2
ENSMUSG00000084907	ENSMUSG00000084907.1	X	14796735	14839980	Gm14505
ENSMUSG00000041623	ENSMUSG00000041623.17	11	113684412	113694647	D11Wsu47e
ENSMUSG00000031399	ENSMUSG00000031399.15	X	74384719	74393272	Fam3a
ENSMUSG00000101530	ENSMUSG00000101530.1	Y	64560834	64561527	Gm29259
ENSMUSG00000022476	ENSMUSG00000022476.8	15	81888228	81926240	Polr3h
ENSMUSG00000032252	ENSMUSG00000032252.14	9	62057248	62122655	Glce
ENSMUSG00000100676	ENSMUSG00000100676.1	Y	64597860	64598172	Gm28860
ENSMUSG00000081763	ENSMUSG00000081763.1	X	14955098	14955974	Gm9435
ENSMUSG00000110402	ENSMUSG00000110402.1	7	10810780	10821006	Gm7203
ENSMUSG00000021253	ENSMUSG00000021253.7	12	86056745	86079041	Tgfb3
ENSMUSG00000101539	ENSMUSG00000101539.1	Y	64634929	64638168	Gm28252
ENSMUSG00000103060	ENSMUSG00000103060.1	1	104906523	104909331	Gm36969
ENSMUSG00000100353	ENSMUSG00000100353.1	Y	64784166	64784781	Gm28859
ENSMUSG00000089866	ENSMUSG00000089866.1	1	104911431	104912333	Gm15699
ENSMUSG00000104967	ENSMUSG00000104967.1	3	95780724	95780870	Gm43436
ENSMUSG00000102922	ENSMUSG00000102922.1	1	178755808	178756281	Gm34176
ENSMUSG00000027072	ENSMUSG00000027072.13	2	84988215	84993886	Prg3
ENSMUSG00000103991	ENSMUSG00000103991.1	1	104776114	104779128	Gm38031
ENSMUSG00000105093	ENSMUSG00000105093.1	3	95804855	95805749	Gm17815
ENSMUSG00000089713	ENSMUSG00000089713.1	1	178898582	178917614	Gm16564
ENSMUSG00000045217	ENSMUSG00000045217.5	X	15110585	15111466	Ppp1r2-ps9
ENSMUSG00000050840	ENSMUSG00000050840.8	1	104768529	104995481	Cdh20
ENSMUSG00000110395	ENSMUSG00000110395.1	7	10845737	10846141	Gm4903
ENSMUSG00000072753	ENSMUSG00000072753.12	11	71512377	71573183	9230020A06Rik
ENSMUSG00000109683	ENSMUSG00000109683.1	7	10850763	10851194	Gm7836
ENSMUSG00000038009	ENSMUSG00000038009.7	15	99093170	99104737	Dnajc22
ENSMUSG00000021345	ENSMUSG00000021345.16	13	27432681	27438688	Prl8a6
ENSMUSG00000111450	ENSMUSG00000111450.1	11	71553408	71574595	Gm33351
ENSMUSG00000066516	ENSMUSG00000066516.5	7	44102328	44106583	Klk1b21
ENSMUSG00000111232	ENSMUSG00000111232.1	9	62242596	62244100	A730043L09Rik
ENSMUSG00000080723	ENSMUSG00000080723.1	3	37556183	37556503	Gm12564
ENSMUSG00000051444	ENSMUSG00000051444.9	3	37312554	37321453	Bbs12
ENSMUSG00000050846	ENSMUSG00000050846.9	15	75940952	75949400	Zfp623
ENSMUSG00000110826	ENSMUSG00000110826.1	9	62241670	62243997	Gm47262
ENSMUSG00000037149	ENSMUSG00000037149.10	12	13216973	13249213	Ddx1
ENSMUSG00000097902	ENSMUSG00000097902.2	12	85962598	85979021	Gm26531
ENSMUSG00000046846	ENSMUSG00000046846.4	9	62270729	62282208	Spesp1
ENSMUSG00000092178	ENSMUSG00000092178.2	7	9868880	9876966	Gm45351
ENSMUSG00000103301	ENSMUSG00000103301.1	12	86069173	86069779	Gm37804
ENSMUSG00000114051	ENSMUSG00000114051.1	12	86078644	86079754	Gm48008
ENSMUSG00000087116	ENSMUSG00000087116.1	11	71647076	71658477	Gm12324
ENSMUSG00000108301	ENSMUSG00000108301.1	7	44107095	44109679	Gm45127
ENSMUSG00000054779	ENSMUSG00000054779.5	3	37335332	37349740	Fgf2os
ENSMUSG00000092304	ENSMUSG00000092304.2	17	36094181	36094763	Gm20530
ENSMUSG00000009628	ENSMUSG00000009628.14	8	33516738	33585582	Tex15
ENSMUSG00000111193	ENSMUSG00000111193.1	9	62298502	62336649	Gm35288
ENSMUSG00000101155	ENSMUSG00000101155.6	Y	57187188	57213362	Sly
ENSMUSG00000067276	ENSMUSG00000067276.5	X	143802231	143827414	Capn6
ENSMUSG00000034387	ENSMUSG00000034387.13	6	112359324	112388023	Ssu2
ENSMUSG00000050174	ENSMUSG00000050174.15	3	37404910	37420211	Nudt6
ENSMUSG00000079346	ENSMUSG00000079346.4	6	124347598	124357069	1700013D24Rik
ENSMUSG00000092224	ENSMUSG00000092224.2	17	36094968	36096805	Gm8815
ENSMUSG00000020930	ENSMUSG00000020930.9	11	102881204	102885216	Ccdc103
ENSMUSG00000026946	ENSMUSG00000026946.9	2	51948487	51973494	Nmi
ENSMUSG00000099669	ENSMUSG00000099669.1	1	105116454	105127366	Gm29012
ENSMUSG00000116976	ENSMUSG00000116976.1	16	73072338	73423667	4930500H12Rik
ENSMUSG00000099702	ENSMUSG00000099702.1	1	105244425	105244661	Gm29013
ENSMUSG00000050132	ENSMUSG00000050132.13	11	78472330	78497754	Sarm1
ENSMUSG00000114642	ENSMUSG00000114642.1	14	61324852	61325810	Gm5461
ENSMUSG00000024534	ENSMUSG00000024534.15	18	52767709	52915935	Sncaip
ENSMUSG00000113540	ENSMUSG00000113540.1	12	99829953	99832219	Gm47206
ENSMUSG00000116746	ENSMUSG00000116746.1	16	73463807	73464823	Gm18825
ENSMUSG00000113147	ENSMUSG00000113147.1	12	99821678	99850951	Gm47207
ENSMUSG00000022477	ENSMUSG00000022477.13	15	81872309	81915133	Aco2
ENSMUSG00000116806	ENSMUSG00000116806.1	16	73484857	73485315	Gm49680
ENSMUSG00000113577	ENSMUSG00000113577.1	12	99804389	99805648	Gm19238
ENSMUSG00000116642	ENSMUSG00000116642.1	16	73603461	73604052	Gm18168
ENSMUSG00000021176	ENSMUSG00000021176.6	12	99693045	99884439	Efcab11
ENSMUSG00000110558	ENSMUSG00000110558.1	8	72417409	72421472	Gm45779
ENSMUSG00000084201	ENSMUSG00000084201.1	4	31990857	31991286	Gm11926
ENSMUSG00000111439	ENSMUSG00000111439.1	9	37264093	37264659	Gm47633
ENSMUSG00000024472	ENSMUSG00000024472.9	18	44380502	44424969	Dcp2
ENSMUSG00000075510	ENSMUSG00000075510.3	11	102885169	102886731	Fam187a
ENSMUSG00000028284	ENSMUSG00000028284.13	4	31964097	32023467	Map3k7
ENSMUSG00000111681	ENSMUSG00000111681.1	9	37269287	37272168	Gm47640
ENSMUSG00000092365	ENSMUSG00000092365.2	17	36111426	36117121	BC023719
ENSMUSG00000092243	ENSMUSG00000092243.8	17	36109719	36129425	Gm7030
ENSMUSG00000050276	ENSMUSG00000050276.7	7	143763710	143766993	Mrgprg
ENSMUSG00000068082	ENSMUSG00000068082.12	5	68031835	68166398	Grxcr1
ENSMUSG00000036678	ENSMUSG00000036678.8	15	102338252	102350771	Aaas
ENSMUSG00000117148	ENSMUSG00000117148.1	17	20811555	20823627	Vmn1r229
ENSMUSG00000041852	ENSMUSG00000041852.15	15	82808436	82987872	Tcf20
ENSMUSG00000106747	ENSMUSG00000106747.1	5	68082489	68084374	Gm43025
ENSMUSG00000079491	ENSMUSG00000079491.9	17	36115876	36121465	H2-T10
ENSMUSG00000107289	ENSMUSG00000107289.1	5	68277472	68277796	Gm43026
ENSMUSG00000109421	ENSMUSG00000109421.1	7	143773346	143775113	Gm44998
ENSMUSG00000106854	ENSMUSG00000106854.1	5	68569504	68594746	Gm42850
ENSMUSG00000027907	ENSMUSG00000027907.4	3	93520488	93526287	S100a11
ENSMUSG00000107117	ENSMUSG00000107117.1	5	68957408	68960389	Gm43842
ENSMUSG00000116004	ENSMUSG00000116004.1	15	85646083	85667675	Gm49539
ENSMUSG00000116305	ENSMUSG00000116305.1	15	85653616	85707524	Lncppara
ENSMUSG00000104897	ENSMUSG00000104897.1	3	35845342	35845899	Gm43203
ENSMUSG00000087196	ENSMUSG00000087196.1	2	28315016	28324050	Gm13373
ENSMUSG00000111373	ENSMUSG00000111373.1	11	71696271	71697516	Gm48818
ENSMUSG00000085659	ENSMUSG00000085659.2	11	71702310	71704344	Gm12325
ENSMUSG00000047702	ENSMUSG00000047702.2	11	49436624	49446103	Olfr1388
ENSMUSG00000085251	ENSMUSG00000085251.1	11	71739397	71740466	Gm12326
ENSMUSG00000000320	ENSMUSG00000000320.10	11	70241457	70255353	Alox12
ENSMUSG00000034303	ENSMUSG00000034303.7	9	37275835	37348432	Ccdc15
ENSMUSG00000092277	ENSMUSG00000092277.1	17	36121678	36129692	Gm19684
ENSMUSG00000020932	ENSMUSG00000020932.14	11	102887336	102900912	Gfap
ENSMUSG00000116120	ENSMUSG00000116120.1	15	75967227	75968335	Eif2s3x-ps1
ENSMUSG00000073405	ENSMUSG00000073405.6	17	36109234	36111658	H2-T-ps
ENSMUSG00000006219	ENSMUSG00000006219.12	4	141576062	141606096	Fblim1
ENSMUSG00000019818	ENSMUSG00000019818.15	10	41519414	41531048	Cd164
ENSMUSG00000112067	ENSMUSG00000112067.1	12	95734110	95735409	Gm48015
ENSMUSG00000043644	ENSMUSG00000043644.4	11	120348678	120351190	0610009L18Rik
ENSMUSG00000047414	ENSMUSG00000047414.6	12	95692226	95785215	Flrt2
ENSMUSG00000032249	ENSMUSG00000032249.14	9	62341293	62378812	Anp32a
ENSMUSG00000021392	ENSMUSG00000021392.8	13	49653078	49679016	Nol8
ENSMUSG00000083353	ENSMUSG00000083353.1	3	37327072	37327390	Gm12540
ENSMUSG00000112376	ENSMUSG00000112376.1	10	53181180	53220463	Gm40649
ENSMUSG00000105134	ENSMUSG00000105134.1	3	37392206	37395101	Gm42923
ENSMUSG00000112853	ENSMUSG00000112853.1	10	53203022	53204315	Gm47637
ENSMUSG00000091350	ENSMUSG00000091350.2	17	18151887	18188886	Vmn2r92
ENSMUSG00000024142	ENSMUSG00000024142.15	17	24473551	24479078	Mlst8
ENSMUSG00000112756	ENSMUSG00000112756.1	12	95724956	95726255	Gm48014
ENSMUSG00000112835	ENSMUSG00000112835.1	10	53235187	53260736	Gm36173
ENSMUSG00000059695	ENSMUSG00000059695.4	12	96046767	96047120	1700019M22Rik
ENSMUSG00000115547	ENSMUSG00000115547.1	15	38640943	38659839	1100001I12Rik
ENSMUSG00000107541	ENSMUSG00000107541.1	6	112393350	112393817	Gm44336
ENSMUSG00000074754	ENSMUSG00000074754.4	2	144594054	144595366	Smim26
ENSMUSG00000035293	ENSMUSG00000035293.13	12	51348061	51376986	G2e3
ENSMUSG00000067351	ENSMUSG00000067351.1	19	28742159	28742551	Rps15a-ps2
ENSMUSG00000086155	ENSMUSG00000086155.7	7	4074125	4120728	9430041J12Rik
ENSMUSG00000090737	ENSMUSG00000090737.1	19	28763161	28763430	Gm6788
ENSMUSG00000040212	ENSMUSG00000040212.12	7	45918023	45921404	Emp3
ENSMUSG00000074006	ENSMUSG00000074006.3	7	98143359	98145502	Omp
ENSMUSG00000113877	ENSMUSG00000113877.1	12	99761351	99762254	Gm47208
ENSMUSG00000035547	ENSMUSG00000035547.14	7	98121559	98178274	Capn5
ENSMUSG00000085886	ENSMUSG00000085886.1	7	4126340	4136926	D030047H15Rik
ENSMUSG00000102167	ENSMUSG00000102167.1	3	50254855	50255443	Gm2345
ENSMUSG00000104349	ENSMUSG00000104349.1	3	50166661	50166892	Gm37692
ENSMUSG00000102892	ENSMUSG00000102892.1	3	50001972	50010783	Gm37854
ENSMUSG00000104457	ENSMUSG00000104457.1	3	50029669	50029990	Gm37826
ENSMUSG00000101022	ENSMUSG00000101022.1	Y	64858686	64859337	Gm20921
ENSMUSG00000100552	ENSMUSG00000100552.1	15	82982725	82987830	Gm29019
ENSMUSG00000101499	ENSMUSG00000101499.1	Y	4005164	4016574	Vmn2r-ps139
ENSMUSG00000027737	ENSMUSG00000027737.10	3	49892526	50443614	Slc7a11
ENSMUSG00000082838	ENSMUSG00000082838.1	X	15365179	15365490	Gm14519
ENSMUSG00000100165	ENSMUSG00000100165.1	Y	64886721	64890470	Gm28253
ENSMUSG00000107737	ENSMUSG00000107737.1	6	124363301	124364519	1700027F06Rik
ENSMUSG00000100199	ENSMUSG00000100199.1	15	82899080	82905818	Gm20324
ENSMUSG00000107988	ENSMUSG00000107988.1	6	124372162	124374805	Gm44006
ENSMUSG00000100077	ENSMUSG00000100077.1	Y	64925085	64925780	Gm21826
ENSMUSG00000086052	ENSMUSG00000086052.1	4	6688169	6704160	Gm11802
ENSMUSG00000030281	ENSMUSG00000030281.16	6	113471427	113483140	Il17rc
ENSMUSG00000108026	ENSMUSG00000108026.1	6	124381972	124384160	Gm44007
ENSMUSG00000101569	ENSMUSG00000101569.1	Y	64939471	64942813	Gm28254
ENSMUSG00000041272	ENSMUSG00000041272.11	4	6686353	6991557	Tox
ENSMUSG00000115209	ENSMUSG00000115209.1	14	45442754	45447073	Gm34250
ENSMUSG00000063386	ENSMUSG00000063386.2	11	49455343	49464001	Olfr1387
ENSMUSG00000050014	ENSMUSG00000050014.8	15	77583819	77596125	Apol10b
ENSMUSG00000096690	ENSMUSG00000096690.1	2	111593073	111594011	Olfr1296-ps1
ENSMUSG00000031495	ENSMUSG00000031495.8	8	3871824	3878555	Cd209d
ENSMUSG00000027315	ENSMUSG00000027315.13	2	119237362	119249527	Spint1
ENSMUSG00000045521	ENSMUSG00000045521.7	16	17898637	17900024	Tssk2
ENSMUSG00000029707	ENSMUSG00000029707.6	6	28427789	28438622	Fscn3
ENSMUSG00000096066	ENSMUSG00000096066.4	5	95268493	95272768	Gm10424
ENSMUSG00000031302	ENSMUSG00000031302.16	X	101299168	101325963	Nlgn3
ENSMUSG00000037533	ENSMUSG00000037533.20	11	54522847	54699285	Rapgef6
ENSMUSG00000116079	ENSMUSG00000116079.1	15	77599258	77602854	Gm36245
ENSMUSG00000045466	ENSMUSG00000045466.18	6	47953390	47965300	Zfp956
ENSMUSG00000099384	ENSMUSG00000099384.6	17	10324602	10329307	1700110C19Rik
ENSMUSG00000073686	ENSMUSG00000073686.2	4	155042046	155045422	Gm10564
ENSMUSG00000090417	ENSMUSG00000090417.4	17	18241122	18277756	Vmn2r94
ENSMUSG00000020440	ENSMUSG00000020440.13	6	28423560	28426602	Arf5
ENSMUSG00000114427	ENSMUSG00000114427.1	13	25428169	25430127	F830002E08Rik
ENSMUSG00000106135	ENSMUSG00000106135.1	5	21598740	21599547	Gm6543
ENSMUSG00000046804	ENSMUSG00000046804.13	2	118772769	118778165	Phgr1
ENSMUSG00000039883	ENSMUSG00000039883.5	5	21543559	21575904	Lrrc17
ENSMUSG00000062694	ENSMUSG00000062694.7	6	112459505	112472872	Cav3
ENSMUSG00000112024	ENSMUSG00000112024.1	12	96229152	96229363	Gm47394
ENSMUSG00000112658	ENSMUSG00000112658.1	12	96292422	96293214	Gm47395
ENSMUSG00000035198	ENSMUSG00000035198.9	11	101119938	101126419	Tubg1
ENSMUSG00000049112	ENSMUSG00000049112.9	6	112473683	112489943	Oxtr
ENSMUSG00000106294	ENSMUSG00000106294.1	5	21613994	21614494	Gm8539
ENSMUSG00000103031	ENSMUSG00000103031.1	3	93530509	93530745	Gm29950
ENSMUSG00000048520	ENSMUSG00000048520.16	5	21483847	21645634	Fbxl13
ENSMUSG00000107348	ENSMUSG00000107348.1	5	95280462	95283192	Gm6468
ENSMUSG00000094858	ENSMUSG00000094858.3	2	111615233	111626497	Olfr1297
ENSMUSG00000041959	ENSMUSG00000041959.14	3	93555080	93564643	S100a10
ENSMUSG00000100393	ENSMUSG00000100393.1	1	186705695	186707033	Gm29491
ENSMUSG00000029708	ENSMUSG00000029708.9	6	28416091	28428390	Gcc1
ENSMUSG00000039239	ENSMUSG00000039239.14	1	186622792	186705989	Tgfb2
ENSMUSG00000112040	ENSMUSG00000112040.1	12	96662314	96663247	Gm47396
ENSMUSG00000072653	ENSMUSG00000072653.14	6	47943171	47955913	Zfp783
ENSMUSG00000084021	ENSMUSG00000084021.1	1	88022381	88023962	Gm5832
ENSMUSG00000083931	ENSMUSG00000083931.1	X	15522456	15522997	Gm14518
ENSMUSG00000005237	ENSMUSG00000005237.14	11	69420809	69549110	Dnah2
ENSMUSG00000041729	ENSMUSG00000041729.15	9	62419492	62537044	Coro2b
ENSMUSG00000101184	ENSMUSG00000101184.1	Y	64944223	64944537	Gm28861
ENSMUSG00000101108	ENSMUSG00000101108.1	Y	4164028	4164705	Gm29038
ENSMUSG00000082345	ENSMUSG00000082345.1	2	69737357	69737789	Gm13622
ENSMUSG00000042133	ENSMUSG00000042133.16	2	69722545	69754012	Ppig
ENSMUSG00000111481	ENSMUSG00000111481.1	9	37329767	37334429	Gm47652
ENSMUSG00000028277	ENSMUSG00000028277.13	4	33031416	33052363	Ube2j1
ENSMUSG00000095595	ENSMUSG00000095595.2	12	55124469	55142104	Fam177a
ENSMUSG00000026664	ENSMUSG00000026664.7	2	4919019	4938730	Phyh
ENSMUSG00000111748	ENSMUSG00000111748.1	9	37312136	37324436	Gm34885
ENSMUSG00000087123	ENSMUSG00000087123.1	3	80399349	80399666	Gm6706
ENSMUSG00000026896	ENSMUSG00000026896.14	2	62595798	62646255	Ifih1
ENSMUSG00000107473	ENSMUSG00000107473.1	6	77984516	77986568	Gm44255
ENSMUSG00000111421	ENSMUSG00000111421.1	9	37296126	37299361	Gm47643
ENSMUSG00000111738	ENSMUSG00000111738.1	9	37275260	37275848	Gm18329
ENSMUSG00000069855	ENSMUSG00000069855.9	11	61301631	61342860	Slc47a2
