Gene stable ID	Gene stable ID version	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene name
ENSG00000018610	ENSG00000018610.9	118672112	118699397	X	CXorf56
ENSG00000018625	ENSG00000018625.10	160085549	160113381	1	ATP1A2
ENSG00000018699	ENSG00000018699.7	32853099	33046118	2	TTC27
ENSG00000018869	ENSG00000018869.12	56887413	56904914	19	ZNF582
ENSG00000019102	ENSG00000019102.7	124617368	124622134	11	VSIG2
ENSG00000019144	ENSG00000019144.12	118477155	118528741	11	PHLDB1
ENSG00000019169	ENSG00000019169.9	119699742	119752236	2	MARCO
ENSG00000019186	ENSG00000019186.5	52769988	52790512	20	CYP24A1
ENSG00000019485	ENSG00000019485.8	45115564	45247734	11	PRDM11
ENSG00000019505	ENSG00000019505.3	45261852	45307870	11	SYT13
ENSG00000019549	ENSG00000019549.4	49830249	49834299	8	SNAI2
ENSG00000019582	ENSG00000019582.10	149781200	149792492	5	CD74
ENSG00000019991	ENSG00000019991.11	81328322	81399754	7	HGF
ENSG00000019995	ENSG00000019995.6	126630692	126676758	10	ZRANB1
ENSG00000020129	ENSG00000020129.11	36023074	36032875	1	NCDN
ENSG00000020181	ENSG00000020181.13	37641709	37702414	8	GPR124
ENSG00000020219	ENSG00000020219.8	152142562	152144235	7	CCT8L1P
ENSG00000020256	ENSG00000020256.15	50668202	50820847	20	ZFP64
ENSG00000020426	ENSG00000020426.6	61201460	61436671	14	MNAT1
ENSG00000020577	ENSG00000020577.9	55033815	55260033	14	SAMD4A
ENSG00000020633	ENSG00000020633.14	25226002	25291612	1	RUNX3
ENSG00000020922	ENSG00000020922.8	94152895	94227074	11	MRE11A
ENSG00000021300	ENSG00000021300.9	73357223	73373864	11	PLEKHB1
ENSG00000021355	ENSG00000021355.8	2832566	2842240	6	SERPINB1
ENSG00000021461	ENSG00000021461.12	99425636	99463718	7	CYP3A43
ENSG00000021488	ENSG00000021488.8	33321415	33360672	19	SLC7A9
ENSG00000021574	ENSG00000021574.7	32288680	32382706	2	SPAST
ENSG00000021645	ENSG00000021645.13	78708734	80330762	14	NRXN3
ENSG00000021762	ENSG00000021762.15	3108346	3187969	11	OSBPL5
ENSG00000021776	ENSG00000021776.6	35147732	35262040	15	AQR
ENSG00000021826	ENSG00000021826.10	211342406	211543831	2	CPS1
ENSG00000021852	ENSG00000021852.8	57394883	57431813	1	C8B
ENSG00000022267	ENSG00000022267.12	135229559	135293518	X	FHL1
ENSG00000022277	ENSG00000022277.8	55043647	55093943	20	RTFDC1
ENSG00000022355	ENSG00000022355.10	161274197	161326975	5	GABRA1
ENSG00000022556	ENSG00000022556.11	55464498	55512510	19	NLRP2
ENSG00000022567	ENSG00000022567.5	142217265	142318404	8	SLC45A4
ENSG00000022840	ENSG00000022840.11	120971283	121015397	12	RNF10
ENSG00000022976	ENSG00000022976.11	102783714	102809044	14	ZNF839
ENSG00000023041	ENSG00000023041.7	114190058	114206672	10	ZDHHC6
ENSG00000023171	ENSG00000023171.10	123396344	123498482	11	GRAMD1B
ENSG00000023191	ENSG00000023191.12	494512	507300	11	RNH1
ENSG00000023228	ENSG00000023228.9	206979541	207024327	2	NDUFS1
ENSG00000023287	ENSG00000023287.8	53535016	53658403	8	RB1CC1
ENSG00000023318	ENSG00000023318.7	102741461	102861322	9	ERP44
ENSG00000023330	ENSG00000023330.10	52232102	52248343	3	ALAS1
ENSG00000023445	ENSG00000023445.9	102188215	102210134	11	BIRC3
ENSG00000023516	ENSG00000023516.7	42846289	42897396	13	AKAP11
ENSG00000023572	ENSG00000023572.4	193065598	193075244	1	GLRX2
ENSG00000023608	ENSG00000023608.4	62229075	62263146	14	SNAPC1
ENSG00000023697	ENSG00000023697.8	16064106	16190220	12	DERA
ENSG00000023734	ENSG00000023734.6	16035325	16056412	12	STRAP
ENSG00000023839	ENSG00000023839.6	101542489	101611949	10	ABCC2
ENSG00000023892	ENSG00000023892.9	35265595	35289548	6	DEF6
ENSG00000023902	ENSG00000023902.9	150121373	150136916	1	PLEKHO1
ENSG00000023909	ENSG00000023909.5	94350761	94374966	1	GCLM
ENSG00000024048	ENSG00000024048.6	42531800	42661242	6	UBR2
ENSG00000024422	ENSG00000024422.7	48216600	48246391	19	EHD2
ENSG00000024526	ENSG00000024526.12	68939835	68962904	1	DEPDC1
ENSG00000024862	ENSG00000024862.12	139094657	139114456	6	CCDC28A
ENSG00000025039	ENSG00000025039.10	90074355	90121989	6	RRAGD
ENSG00000025156	ENSG00000025156.8	122720691	122754264	6	HSF2
ENSG00000025293	ENSG00000025293.11	34359896	34538303	20	PHF20
ENSG00000025423	ENSG00000025423.7	57145945	57181574	12	HSD17B6
ENSG00000025434	ENSG00000025434.14	47269851	47290396	11	NR1H3
ENSG00000025708	ENSG00000025708.8	50964181	50968485	22	TYMP
ENSG00000025770	ENSG00000025770.14	50946645	50961901	22	NCAPH2
ENSG00000025772	ENSG00000025772.7	43570771	43589127	20	TOMM34
ENSG00000025796	ENSG00000025796.9	108188960	108279393	6	SEC63
ENSG00000025800	ENSG00000025800.9	32573639	32642169	1	KPNA6
ENSG00000026025	ENSG00000026025.9	17270258	17279592	10	VIM
ENSG00000026036	ENSG00000026036.16	62290653	62330037	20	RTEL1-TNFRSF6B
ENSG00000026103	ENSG00000026103.15	90750414	90775542	10	FAS
ENSG00000026297	ENSG00000026297.11	167342992	167370679	6	RNASET2
ENSG00000026508	ENSG00000026508.12	35160417	35253949	11	CD44
ENSG00000026559	ENSG00000026559.9	49620193	49639666	20	KCNG1
ENSG00000026652	ENSG00000026652.9	161551011	161695093	6	AGPAT4
ENSG00000026751	ENSG00000026751.12	160709037	160724611	1	SLAMF7
ENSG00000026950	ENSG00000026950.12	26402465	26415444	6	BTN3A1
ENSG00000027001	ENSG00000027001.7	24304328	24463558	13	MIPEP
ENSG00000027075	ENSG00000027075.9	61654277	62017694	14	PRKCH
ENSG00000027644	ENSG00000027644.4	156809855	156828810	1	INSRR
ENSG00000027697	ENSG00000027697.8	137518621	137540586	6	IFNGR1
ENSG00000027847	ENSG00000027847.9	177027101	177037348	5	B4GALT7
ENSG00000027869	ENSG00000027869.7	156776035	156786654	1	SH2D2A
ENSG00000028116	ENSG00000028116.12	58134786	58387055	2	VRK2
ENSG00000028137	ENSG00000028137.12	12227060	12269285	1	TNFRSF1B
ENSG00000028203	ENSG00000028203.13	95611522	95696566	12	VEZT
ENSG00000028277	ENSG00000028277.16	42590263	42700737	19	POU2F2
ENSG00000028310	ENSG00000028310.13	850406	892939	5	BRD9
ENSG00000028528	ENSG00000028528.10	64386322	64438289	15	SNX1
ENSG00000028839	ENSG00000028839.5	134273308	134311570	6	TBPL1
ENSG00000029153	ENSG00000029153.10	27485787	27576241	12	ARNTL2
ENSG00000029363	ENSG00000029363.11	136578001	136610989	6	BCLAF1
ENSG00000029364	ENSG00000029364.7	69864732	69929105	14	SLC39A9
ENSG00000029534	ENSG00000029534.15	41510739	41754280	8	ANK1
ENSG00000029559	ENSG00000029559.5	88720733	88733074	4	IBSP
ENSG00000029639	ENSG00000029639.6	155578643	155635627	6	TFB1M
ENSG00000029725	ENSG00000029725.12	5185558	5289129	17	RABEP1
ENSG00000029993	ENSG00000029993.10	150148982	150159248	X	HMGB3
ENSG00000030066	ENSG00000030066.9	47799639	47870107	11	NUP160
ENSG00000030110	ENSG00000030110.8	33540329	33548019	6	BAK1
ENSG00000030304	ENSG00000030304.8	113431051	113563859	9	MUSK
ENSG00000030419	ENSG00000030419.12	213864429	214017151	2	IKZF2
ENSG00000030582	ENSG00000030582.12	42422614	42430470	17	GRN
ENSG00000031003	ENSG00000031003.6	137273649	137387650	5	FAM13B
ENSG00000031081	ENSG00000031081.6	119013220	119139561	3	ARHGAP31
ENSG00000031544	ENSG00000031544.10	72084977	72110600	15	NR2E3
ENSG00000031691	ENSG00000031691.6	49431091	49460820	6	CENPQ
ENSG00000031698	ENSG00000031698.8	109756540	109780791	1	SARS
ENSG00000031823	ENSG00000031823.10	5916150	5978153	19	RANBP3
ENSG00000032219	ENSG00000032219.14	58765103	58840605	14	ARID4A
ENSG00000032389	ENSG00000032389.8	3192696	3381653	2	TSSC1
ENSG00000032444	ENSG00000032444.11	7598890	7626650	19	PNPLA6
ENSG00000032742	ENSG00000032742.13	21140585	21265503	13	IFT88
ENSG00000033011	ENSG00000033011.7	5083703	5137380	16	ALG1
ENSG00000033030	ENSG00000033030.9	122957417	122985518	12	ZCCHC8
ENSG00000033050	ENSG00000033050.3	150904923	150924316	7	ABCF2
ENSG00000033100	ENSG00000033100.10	150929575	150935908	7	CHPF2
ENSG00000033122	ENSG00000033122.14	70034081	70617628	1	LRRC7
ENSG00000033170	ENSG00000033170.12	65877310	66210839	14	FUT8
ENSG00000033178	ENSG00000033178.8	68478370	68566897	4	UBA6
ENSG00000033327	ENSG00000033327.8	77926343	78129394	11	GAB2
ENSG00000033627	ENSG00000033627.10	40610862	40674629	17	ATP6V0A1
ENSG00000033800	ENSG00000033800.9	68346517	68483096	15	PIAS1
ENSG00000033867	ENSG00000033867.12	27414214	27525911	3	SLC4A7
ENSG00000034053	ENSG00000034053.10	29129629	29410518	15	APBA2
ENSG00000034063	ENSG00000034063.9	4903092	4962165	19	UHRF1
ENSG00000034152	ENSG00000034152.14	21187984	21218552	17	MAP2K3
ENSG00000034239	ENSG00000034239.6	49623348	49647870	8	EFCAB1
ENSG00000034510	ENSG00000034510.4	85132749	85133795	2	TMSB10
ENSG00000034533	ENSG00000034533.7	130732719	130746493	3	ASTE1
ENSG00000034677	ENSG00000034677.7	101269288	101348446	8	RNF19A
ENSG00000034693	ENSG00000034693.10	143771944	143811147	6	PEX3
ENSG00000034713	ENSG00000034713.3	75600249	75611779	16	GABARAPL2
ENSG00000034971	ENSG00000034971.10	171604557	171621823	1	MYOC
ENSG00000035115	ENSG00000035115.17	217730	266398	2	SH3YL1
ENSG00000035141	ENSG00000035141.3	70523107	70529222	2	FAM136A
ENSG00000035403	ENSG00000035403.12	75757872	75879918	10	VCL
ENSG00000035499	ENSG00000035499.8	59892739	59996017	5	DEPDC1B
ENSG00000035664	ENSG00000035664.7	64199235	64364232	15	DAPK2
ENSG00000035681	ENSG00000035681.3	59496063	59572403	8	NSMAF
ENSG00000035687	ENSG00000035687.9	244571796	244615436	1	ADSS
ENSG00000035720	ENSG00000035720.3	68424446	68473055	4	STAP1
ENSG00000035862	ENSG00000035862.8	76849059	76921469	17	TIMP2
ENSG00000035928	ENSG00000035928.10	39289076	39367995	4	RFC1
ENSG00000036054	ENSG00000036054.8	99979844	100044095	3	TBC1D23
ENSG00000036257	ENSG00000036257.8	225334867	225450110	2	CUL3
ENSG00000036448	ENSG00000036448.5	1993155	2113475	8	MYOM2
ENSG00000036473	ENSG00000036473.6	38211798	38280703	X	OTC
ENSG00000036530	ENSG00000036530.4	100150641	100193638	14	CYP46A1
ENSG00000036549	ENSG00000036549.8	78028101	78149104	1	ZZZ3
ENSG00000036565	ENSG00000036565.10	20002366	20040717	8	SLC18A1
ENSG00000036672	ENSG00000036672.11	119225925	119252436	11	USP2
ENSG00000036828	ENSG00000036828.9	121902530	122005342	3	CASR
ENSG00000037042	ENSG00000037042.8	40811323	40819024	17	TUBG2
ENSG00000037241	ENSG00000037241.3	172385732	172396774	5	RPL26L1
ENSG00000037280	ENSG00000037280.11	180028506	180076624	5	FLT4
ENSG00000037474	ENSG00000037474.10	6599352	6633404	5	NSUN2
ENSG00000037637	ENSG00000037637.6	16573334	16678949	1	FBXO42
ENSG00000037749	ENSG00000037749.7	153418466	153600038	5	MFAP3
ENSG00000037757	ENSG00000037757.9	13875346	13885096	19	MRI1
ENSG00000037897	ENSG00000037897.12	58162254	58166576	12	METTL1
ENSG00000037965	ENSG00000037965.4	54402832	54407570	12	HOXC8
ENSG00000038002	ENSG00000038002.4	178351924	178363657	4	AGA
ENSG00000038210	ENSG00000038210.9	25162263	25280714	4	PI4K2B
ENSG00000038219	ENSG00000038219.8	13570362	13629347	4	BOD1L1
ENSG00000038274	ENSG00000038274.12	162930120	162946342	5	MAT2B
ENSG00000038295	ENSG00000038295.3	166794410	167025047	4	TLL1
ENSG00000038358	ENSG00000038358.10	67906926	67918406	16	EDC4
ENSG00000038382	ENSG00000038382.13	14143811	14532235	5	TRIO
ENSG00000038427	ENSG00000038427.11	82767284	82878122	5	VCAN
ENSG00000038532	ENSG00000038532.10	11038345	11276046	16	CLEC16A
ENSG00000038945	ENSG00000038945.10	15965387	16424999	8	MSR1
ENSG00000039068	ENSG00000039068.14	68771128	68869451	16	CDH1
ENSG00000039123	ENSG00000039123.11	54603588	54721409	5	SKIV2L2
ENSG00000039139	ENSG00000039139.9	13690440	13944652	5	DNAH5
ENSG00000039319	ENSG00000039319.12	79703832	79775169	5	ZFYVE16
ENSG00000039523	ENSG00000039523.13	67552321	67580691	16	FAM65A
ENSG00000039537	ENSG00000039537.9	41142336	41261540	5	C6
ENSG00000039560	ENSG00000039560.9	34656342	34832732	5	RAI14
ENSG00000039600	ENSG00000039600.6	157052687	157098488	5	SOX30
ENSG00000039650	ENSG00000039650.5	50364461	50371166	19	PNKP
ENSG00000039987	ENSG00000039987.2	12862516	12869272	19	BEST2
ENSG00000040199	ENSG00000040199.14	71671738	71758604	16	PHLPP2
ENSG00000040275	ENSG00000040275.12	169010638	169031782	5	SPDL1
ENSG00000040341	ENSG00000040341.13	74332604	74659943	8	STAU2
ENSG00000040487	ENSG00000040487.8	19638820	19655794	1	PQLC2
ENSG00000040531	ENSG00000040531.10	3539762	3564836	17	CTNS
ENSG00000040608	ENSG00000040608.9	20228938	20270769	22	RTN4R
ENSG00000040633	ENSG00000040633.8	7138347	7143041	17	PHF23
ENSG00000040731	ENSG00000040731.6	24487209	24645087	5	CDH10
ENSG00000040933	ENSG00000040933.11	99061317	99210853	2	INPP4A
ENSG00000041353	ENSG00000041353.5	52385091	52562747	18	RAB27B
ENSG00000041357	ENSG00000041357.11	78832747	78841604	15	PSMA4
ENSG00000041515	ENSG00000041515.11	109248500	109860355	13	MYO16
ENSG00000041802	ENSG00000041802.6	194361517	194393206	3	LSG1
ENSG00000041880	ENSG00000041880.10	51976361	51982883	3	PARP3
ENSG00000041982	ENSG00000041982.10	117782806	117880536	9	TNC
ENSG00000041988	ENSG00000041988.11	6684926	6695646	1	THAP3
ENSG00000042062	ENSG00000042062.7	49202645	49308065	20	FAM65C
ENSG00000042088	ENSG00000042088.9	90421283	90511106	14	TDP1
ENSG00000042286	ENSG00000042286.10	71857979	71892690	10	AIFM2
ENSG00000042304	ENSG00000042304.6	228474806	228498036	2	C2orf83
ENSG00000042317	ENSG00000042317.12	88851268	88936694	14	SPATA7
ENSG00000042429	ENSG00000042429.6	93517393	93547861	11	MED17
ENSG00000042445	ENSG00000042445.9	85569211	85581743	2	RETSAT
ENSG00000042493	ENSG00000042493.11	85621871	85645555	2	CAPG
ENSG00000042753	ENSG00000042753.7	47341393	47354249	19	AP2S1
ENSG00000042781	ENSG00000042781.8	215796236	216596738	1	USH2A
ENSG00000042813	ENSG00000042813.3	49890017	50160925	7	ZPBP
ENSG00000042832	ENSG00000042832.7	133879203	134147147	8	TG
ENSG00000042980	ENSG00000042980.8	24151553	24216531	8	ADAM28
ENSG00000043039	ENSG00000043039.5	129245835	129322171	11	BARX2
ENSG00000043093	ENSG00000043093.9	182655862	182703741	3	DCUN1D1
ENSG00000043143	ENSG00000043143.16	133860003	133918918	5	JADE2
ENSG00000043355	ENSG00000043355.6	100634026	100639018	13	ZIC2
ENSG00000043462	ENSG00000043462.7	169673241	169725231	5	LCP2
ENSG00000043514	ENSG00000043514.11	40306723	40349183	1	TRIT1
ENSG00000043591	ENSG00000043591.4	115803806	115806667	10	ADRB1
ENSG00000044012	ENSG00000044012.3	42619092	42621495	1	GUCA2B
ENSG00000044090	ENSG00000044090.4	43005355	43021683	6	CUL7
ENSG00000044115	ENSG00000044115.16	137946656	138270723	5	CTNNA1
ENSG00000044446	ENSG00000044446.7	18910418	19002716	X	PHKA2
ENSG00000044459	ENSG00000044459.10	17134980	17503921	9	CNTLN
ENSG00000044524	ENSG00000044524.6	89156674	89531284	3	EPHA3
ENSG00000044574	ENSG00000044574.7	127997132	128003609	9	HSPA5
ENSG00000046604	ENSG00000046604.8	29078006	29128971	18	DSG2
ENSG00000046647	ENSG00000046647.9	14026398	14048012	X	GEMIN8
ENSG00000046651	ENSG00000046651.10	13752832	13787480	X	OFD1
ENSG00000046653	ENSG00000046653.10	13789150	13956757	X	GPM6B
ENSG00000046774	ENSG00000046774.9	141290131	141293076	X	MAGEC2
ENSG00000046889	ENSG00000046889.14	68864353	69149265	8	PREX2
ENSG00000047056	ENSG00000047056.10	1095478	1178237	10	WDR37
ENSG00000047188	ENSG00000047188.11	112849380	112930982	5	YTHDC2
ENSG00000047230	ENSG00000047230.10	16606126	16731059	X	CTPS2
ENSG00000047249	ENSG00000047249.12	54628117	54756118	8	ATP6V1H
ENSG00000047315	ENSG00000047315.10	57843888	57897334	4	POLR2B
ENSG00000047346	ENSG00000047346.8	52873514	53002014	15	FAM214A
ENSG00000047365	ENSG00000047365.7	35949843	36246131	4	ARAP2
ENSG00000047410	ENSG00000047410.9	186280784	186344825	1	TPR
ENSG00000047457	ENSG00000047457.9	148880197	148939842	3	CP
ENSG00000047578	ENSG00000047578.8	27561454	27791690	16	KIAA0556
ENSG00000047579	ENSG00000047579.15	15523032	15663289	6	DTNBP1
ENSG00000047597	ENSG00000047597.5	37545012	37591383	X	XK
ENSG00000047617	ENSG00000047617.10	5641035	6055398	12	ANO2
ENSG00000047621	ENSG00000047621.7	4596894	4647674	12	C12orf4
ENSG00000047634	ENSG00000047634.10	17755588	17773105	X	SCML1
ENSG00000047644	ENSG00000047644.13	9983602	10112518	X	WWC3
ENSG00000047648	ENSG00000047648.17	11136239	11683821	X	ARHGAP6
ENSG00000047662	ENSG00000047662.4	17630929	17783135	4	FAM184B
ENSG00000047849	ENSG00000047849.17	47892182	48130769	3	MAP4
ENSG00000047932	ENSG00000047932.9	117639374	117923691	6	GOPC
ENSG00000047936	ENSG00000047936.6	117609463	117747018	6	ROS1
ENSG00000048028	ENSG00000048028.7	113668596	113746292	11	USP28
ENSG00000048052	ENSG00000048052.17	18126572	19042039	7	HDAC9
ENSG00000048140	ENSG00000048140.13	176074388	176086058	5	TSPAN17
ENSG00000048162	ENSG00000048162.15	175810949	175815976	5	NOP16
ENSG00000048342	ENSG00000048342.11	15471489	15603180	4	CC2D2A
ENSG00000048392	ENSG00000048392.7	103216730	103251346	8	RRM2B
ENSG00000048405	ENSG00000048405.5	126986844	127071978	7	ZNF800
ENSG00000048462	ENSG00000048462.6	12058964	12061925	16	TNFRSF17
ENSG00000048471	ENSG00000048471.9	12070594	12668146	16	SNX29
ENSG00000048540	ENSG00000048540.10	16701307	16763528	12	LMO3
ENSG00000048544	ENSG00000048544.5	42174539	42185603	6	MRPS10
ENSG00000048545	ENSG00000048545.9	42123144	42147794	6	GUCA1A
ENSG00000048649	ENSG00000048649.9	77371041	77532063	11	RSF1
ENSG00000048707	ENSG00000048707.9	12290124	12572099	1	VPS13D
ENSG00000048740	ENSG00000048740.13	11047259	11378674	10	CELF2
ENSG00000048828	ENSG00000048828.12	96214004	96328397	9	FAM120A
ENSG00000048991	ENSG00000048991.12	136289025	136482840	2	R3HDM1
ENSG00000049089	ENSG00000049089.9	40766159	40783488	1	COL9A2
ENSG00000049130	ENSG00000049130.9	88886570	88974628	12	KITLG
ENSG00000049167	ENSG00000049167.9	60169658	60240900	5	ERCC8
ENSG00000049192	ENSG00000049192.10	64444563	64777747	5	ADAMTS6
ENSG00000049239	ENSG00000049239.8	9294834	9331396	1	H6PD
ENSG00000049245	ENSG00000049245.8	7831329	7841492	1	VAMP3
ENSG00000049246	ENSG00000049246.10	7844380	7905237	1	PER3
ENSG00000049247	ENSG00000049247.9	7903143	7913572	1	UTS2
ENSG00000049249	ENSG00000049249.4	7979907	8000926	1	TNFRSF9
ENSG00000049283	ENSG00000049283.13	48609904	48621111	17	EPN3
ENSG00000049319	ENSG00000049319.2	31747550	31806136	2	SRD5A2
ENSG00000049323	ENSG00000049323.11	33172039	33624576	2	LTBP1
ENSG00000049449	ENSG00000049449.4	31833939	32127301	11	RCN1
ENSG00000049540	ENSG00000049540.12	73442119	73484237	7	ELN
ENSG00000049541	ENSG00000049541.6	73645829	73668774	7	RFC2
ENSG00000049618	ENSG00000049618.17	157099063	157531913	6	ARID1B
ENSG00000049656	ENSG00000049656.9	1317859	1345214	5	CLPTM1L
ENSG00000049759	ENSG00000049759.12	55711599	56068772	18	NEDD4L
ENSG00000049768	ENSG00000049768.10	49106897	49121288	X	FOXP3
ENSG00000049769	ENSG00000049769.8	49126306	49157929	X	PPP1R3F
ENSG00000049860	ENSG00000049860.9	73935848	74018472	5	HEXB
ENSG00000049883	ENSG00000049883.10	71616194	71656052	5	PTCD2
ENSG00000050030	ENSG00000050030.9	73952684	74145282	X	KIAA2022
ENSG00000050130	ENSG00000050130.13	59951161	59972128	14	JKAMP
ENSG00000050165	ENSG00000050165.13	11984653	12031316	11	DKK3
ENSG00000050327	ENSG00000050327.10	144052381	144077725	7	ARHGEF5
ENSG00000050344	ENSG00000050344.8	26191860	26226745	7	NFE2L3
ENSG00000050393	ENSG00000050393.7	13786789	13814800	6	MCUR1
ENSG00000050405	ENSG00000050405.9	50569571	50677329	12	LIMA1
ENSG00000050426	ENSG00000050426.11	51441745	51454207	12	LETMD1
ENSG00000050438	ENSG00000050438.12	51785101	51902980	12	SLC4A8
ENSG00000050555	ENSG00000050555.13	133884469	133969860	9	LAMC3
ENSG00000050628	ENSG00000050628.16	71318036	71513491	1	PTGER3
ENSG00000050730	ENSG00000050730.11	122052563	122148621	4	TNIP3
ENSG00000050748	ENSG00000050748.13	179660143	179719099	5	MAPK9
ENSG00000050767	ENSG00000050767.11	177664619	178017556	5	COL23A1
ENSG00000050820	ENSG00000050820.12	75262928	75301951	16	BCAR1
ENSG00000051009	ENSG00000051009.6	6232565	6255941	11	FAM160A2
ENSG00000051108	ENSG00000051108.10	56965960	56977798	16	HERPUD1
ENSG00000051128	ENSG00000051128.14	19040010	19052070	19	HOMER3
ENSG00000051180	ENSG00000051180.12	40986972	41024354	15	RAD51
ENSG00000051341	ENSG00000051341.9	121150278	121264853	3	POLQ
ENSG00000051382	ENSG00000051382.4	138372860	138553780	3	PIK3CB
ENSG00000051523	ENSG00000051523.6	88709691	88717560	16	CYBA
ENSG00000051596	ENSG00000051596.5	175344876	175461683	5	THOC3
ENSG00000051620	ENSG00000051620.6	138724668	138743334	6	HEBP2
ENSG00000051825	ENSG00000051825.10	123636867	123728561	12	MPHOSPH9
ENSG00000052126	ENSG00000052126.10	19282648	19529334	12	PLEKHA5
ENSG00000052344	ENSG00000052344.11	31142756	31147083	16	PRSS8
ENSG00000052723	ENSG00000052723.7	115312100	115323306	1	SIKE1
ENSG00000052749	ENSG00000052749.9	99116115	99161127	10	RRP12
ENSG00000052795	ENSG00000052795.8	159690290	159829201	4	FNIP2
ENSG00000052802	ENSG00000052802.8	166248775	166264312	4	MSMO1
ENSG00000052841	ENSG00000052841.10	43380482	43516483	11	TTC17
ENSG00000052850	ENSG00000052850.5	44281994	44331716	11	ALX4
ENSG00000053108	ENSG00000053108.12	132532147	132948255	5	FSTL4
ENSG00000053254	ENSG00000053254.11	89591215	90085493	14	FOXN3
ENSG00000053328	ENSG00000053328.8	110567131	110679475	6	METTL24
ENSG00000053371	ENSG00000053371.8	19630459	19638640	1	AKR7A2
ENSG00000053372	ENSG00000053372.4	19578033	19586622	1	MRTO4
ENSG00000053438	ENSG00000053438.7	36149617	36152092	20	NNAT
ENSG00000053501	ENSG00000053501.8	17326155	17330638	19	USE1
ENSG00000053524	ENSG00000053524.7	182895831	183146566	3	MCF2L2
ENSG00000053702	ENSG00000053702.10	2934514	2944710	12	NRIP2
ENSG00000053747	ENSG00000053747.11	21269407	21535030	18	LAMA3
ENSG00000053770	ENSG00000053770.7	57735627	57756797	14	AP5M1
ENSG00000053900	ENSG00000053900.6	25378835	25420120	4	ANAPC4
ENSG00000053918	ENSG00000053918.11	2465914	2870339	11	KCNQ1
ENSG00000054116	ENSG00000054116.7	36602173	36615098	1	TRAPPC3
ENSG00000054118	ENSG00000054118.9	36690017	36770958	1	THRAP3
ENSG00000054148	ENSG00000054148.13	139743176	139745488	9	PHPT1
ENSG00000054179	ENSG00000054179.7	139942550	139948497	9	ENTPD2
ENSG00000054219	ENSG00000054219.9	160628362	160761260	2	LY75
