Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	FPKM	Gene name
18	4353558	4368920	3.2372900000000002	4833419F23RIK
13	119462768	119486120	14.7774	4833420G17RIK
13	91701665	91741872	0.48843000000000003	4833422C13RIK
2	85483594	85519024	0.0	4833423E24RIK
17	35772450	35780687	0.527153	4833427F10RIK
9	51081115	51102078	0.0	4833427G06RIK
9	45416626	45431730	0.0	4833428L15RIK
13	54551218	54565435	25.3347	4833439L19RIK
5	19202368	19226555	0.0	4921504A21RIK
2	19462837	19553914	0.0	4921504E06RIK
6	50573302	50596632	0.160565	4921507P07RIK
2	132424741	132452499	0.0	4921508D12RIK
2	151470542	151476153	0.0	4921509C19RIK
13	113446288	113502844	0.0	4921509O07RIK
3	79212919	79253913	0.554083	4921511C10RIK
X	127394293	127395898	0.0	4921511C20RIK
12	12351522	12392615	0.26848099999999997	4921511I17RIK
X	154022780	154033827	0.0	4921511M17RIK
10	120765732	120778886	0.347209	4921513I03RIK
15	18078118	18369627	0.0	4921515E04RIK
13	59687402	59694108	0.0	4921517D22RIK
8	85408759	85432833	16.4303	4921524J17RIK
18	6603629	6638970	0.0	4921524L21RIK
13	52096741	52124158	0.0	4921525O09RIK
6	53978691	54018030	0.3405	4921529L05RIK
2	179975993	179979013	4.68837	4921531C22RIK
18	83292771	83325884	0.0	4921531P14RIK
18	17234324	17319730	0.0	4921533I20RIK
9	98003420	98012175	0.0	4921534H16RIK
11	3886088	3895098	0.0118493	4921536K21RIK
4	103230445	103290863	0.0	4921539E11RIK
6	129322164	129331796	0.0	4922502D21RIK
6	139315597	139322576	0.0	4922502N22RIK
10	25779314	25837437	0.0	4930401C15RIK
11	71928471	71940122	0.0	4930401O10RIK
13	31213410	31241086	0.0	4930401O12RIK
2	35375562	35397175	0.0	4930402F06RIK
7	69496094	69550673	0.0	4930402F11RIK
2	130706200	130906406	5.34443	4930402H24RIK
X	9104562	9106342	0.0	4930402K13RIK
16	52799508	52815744	0.0	4930404A05RIK
12	71488285	71556133	0.0	4930404H11RIK
16	91011249	91016743	1.6417400000000002	4930404I05RIK
10	81363067	81365816	2.4729900000000002	4930404N11RIK
14	22507174	22542823	0.14005499999999999	4930405A10RIK
2	156714540	156720909	0.17119700000000002	4930405A21RIK
11	90804692	90895149	0.0573356	4930405D11RIK
10	20199240	20201838	0.059661900000000004	4930405J17RIK
5	45926818	45932409	0.0	4930405L22RIK
3	100426405	100437754	0.0	4930406D18RIK
15	82059151	82066540	0.00648218	4930407I10RIK
2	117821928	117909136	0.0	4930412B13RIK
4	9770585	9823411	2.74685	4930412C18RIK
2	9881252	9883921	0.00753516	4930412O13RIK
5	118952339	118961261	0.0	4930413E15RIK
15	34675073	34679204	0.0	4930413F20RIK
7	122969058	122970050	7.4804699999999995	4930413G21RIK
19	44960373	44984550	0.186161	4930414N06RIK
X	89930098	89932852	0.0	4930415L06RIK
15	98571004	98589580	0.0684045	4930415O20RIK
6	125265476	125287286	0.0	4930417O13RIK
11	101952421	101960573	0.0	4930417O22RIK
3	33024777	33088607	0.0	4930419G24RIK
4	5632328	5642284	0.0	4930423M02RIK
5	67933610	67943083	0.0	4930425K10RIK
3	138711535	138726984	0.0	4930425O10RIK
18	21651448	21656105	0.0	4930426D05RIK
2	18998343	18999804	1.56857	4930426L09RIK
12	38552808	38614521	0.0	4930428E07RIK
5	107698212	107703480	0.0366714	4930428O21RIK
5	103230375	103299029	0.0	4930429D17RIK
9	79793641	79803235	0.0637514	4930429F24RIK
2	111162061	111229602	0.0	4930430A15RIK
10	100572265	100590423	7.587619999999999	4930430F08RIK
15	31039128	31043331	0.0	4930430F21RIK
5	44966200	44978805	0.0	4930431F12RIK
14	44955215	44961326	0.0	4930431P03RIK
14	103977628	104027142	0.0	4930432J09RIK
8	84148025	84172590	0.24945	4930432K21RIK
3	121670762	121682982	0.0	4930432M17RIK
3	18468287	18480477	0.0	4930433B08RIK
7	40987543	40995435	0.0	4930433I11RIK
9	3133847	3199799	0.0	4930433N12RIK
14	71856702	71920439	0.0	4930434J06RIK
14	67332042	67397742	0.0	4930438E09RIK
1	94797083	94802472	0.0	4930440C22RIK
2	78051177	78194430	0.0	4930440I19RIK
2	74298940	74307717	0.0	4930441J16RIK
2	151301974	151316247	0.0	4930442J19RIK
3	96829826	96832096	0.0	4930442L01RIK
2	85073614	85086461	0.045005	4930443O20RIK
10	18796806	18831930	0.0	4930444F02RIK
10	22066307	22068079	0.0	4930444G20RIK
1	16065979	16093325	0.0	4930444P10RIK
15	37425554	37440644	0.0	4930447A16RIK
12	72881109	72940774	0.0	4930447C04RIK
14	47898851	47944189	0.0	4930447J18RIK
13	34084155	34113272	3.24608	4930447K03RIK
3	122761955	122802048	0.11533800000000001	4930447N08RIK
12	14996388	15051598	0.0	4930448C13RIK
13	18084947	18100202	0.0	4930448F12RIK
5	143227718	143234748	0.0	4930448H16RIK
1	41167587	41181252	0.0	4930448I06RIK
5	50151333	50156095	0.0	4930448I18RIK
4	9915965	9917635	0.0	4930448K20RIK
14	105498788	105505629	0.0	4930449E01RIK
19	57273960	57277052	0.0	4930449E18RIK
5	146502399	146505183	0.0	4930449I24RIK
16	4964289	4978962	0.6415109999999999	4930451G09RIK
7	126830468	126831639	0.0867705	4930451I11RIK
17	9750751	9775867	0.0	4930452A19RIK
14	8431192	8666240	0.787265	4930452B06RIK
14	79702920	79714464	0.0	4930452G13RIK
1	154241521	154256906	0.0	4930452N14RIK
X	21206580	21221665	0.0	4930453H23RIK
8	9144669	9149050	0.0451431	4930453L07RIK
16	64751751	64771161	27.2697	4930453N24RIK
14	8666386	8673378	0.0	4930455B14RIK
10	21319088	21342057	0.401066	4930455C13RIK
3	116968267	116984406	0.0	4930455H04RIK
13	58736408	58762360	0.0	4930455J16RIK
4	103290959	103311832	0.0	4930456L15RIK
10	96226020	96248866	0.082384	4930459C07RIK
5	58443239	58452999	0.0	4930459L07RIK
9	58455122	58469635	0.0	4930461G14RIK
10	84488293	84497435	0.0	4930463O16RIK
18	77714210	77715449	0.0522398	4930465K10RIK
12	107723740	107735496	0.0	4930465M20RIK
5	97392417	97642179	0.0	4930467D21RIK
8	19729576	19753527	0.0	4930467E23RIK
10	57478381	57486351	0.0	4930467K11RIK
17	4044658	4082995	0.0	4930470H14RIK
2	170579418	170602017	0.0	4930470P17RIK
14	64099295	64104235	0.0	4930471C04RIK
18	36105651	36109977	0.0	4930471G03RIK
6	91428308	91440912	0.0301345	4930471M09RIK
2	130543791	130563749	0.09241410000000001	4930473A02RIK
10	97590984	97596931	0.0	4930473O22RIK
14	90126891	90269760	0.0	4930474H20RIK
17	14389113	14398942	0.0	4930474M22RIK
14	36094917	36100114	0.0	4930474N05RIK
12	99161277	99162808	0.0	4930474N09RIK
16	78560316	78564869	0.505912	4930478L05RIK
5	35361541	35367677	0.0	4930478P22RIK
6	146657218	146665403	0.0	4930479D17RIK
X	78369643	78371128	0.0	4930480E11RIK
4	19979445	19985388	0.0	4930480G23RIK
17	90861169	90867102	0.285121	4930480K15RIK
12	26211267	26240707	0.0	4930480M12RIK
19	5406740	5422847	1.8739599999999998	4930481A15RIK
15	81190774	81192763	0.030700799999999997	4930483J18RIK
10	76545871	76562226	0.694539	4930483K19RIK
7	133128251	133142457	0.0	4930483O08RIK
10	86095859	86113586	0.0	4930486F22RIK
1	20356452	20392300	0.0	4930486I03RIK
13	60842612	60864475	6.15797	4930486L24RIK
5	38344435	38349197	0.0	4930487D11RIK
1	184712497	184718989	0.0	4930488B22RIK
8	93750147	93813722	0.0	4930488L21RIK
5	149847747	149864280	0.0	4930500F04RIK
5	139523749	139541339	0.0	4930500L23RIK
9	68470902	68520200	0.0	4930502A04RIK
11	84829178	84830868	0.570194	4930502E09RIK
X	53724826	53738441	0.0	4930502E18RIK
3	146645193	146651317	5.12524	4930503B20RIK
14	44163169	44213254	0.0	4930503E14RIK
10	124469074	124524488	0.0	4930503E24RIK
X	156539151	156540120	0.0	4930503H13RIK
18	70452212	70472509	17.2367	4930503L19RIK
1	194212187	194222759	0.0	4930503O07RIK
11	30426006	30471827	0.0	4930505A04RIK
14	115396551	115409552	0.0	4930505G20RIK
17	8293366	8311080	0.490778	4930506C21RIK
10	62449489	62451353	0.257232	4930507D05RIK
11	80850381	80858300	0.0	4930507D10RIK
9	72518250	72531858	1.0036	4930509E16RIK
3	73351206	73481651	0.0	4930509J09RIK
4	40313232	40317719	0.0	4930509K18RIK
12	11438227	11444812	0.0	4930511A02RIK
6	94943834	94951545	0.0	4930511E03RIK
18	57373455	57552397	1.5202	4930511M06RIK
12	69790288	69840479	0.320475	4930512B01RIK
5	39461749	39603574	0.386262	4930513D17RIK
8	95806744	95821728	1.11376	4930513N10RIK
X	139086243	139093405	0.0	4930513O06RIK
4	140872693	140878055	0.0	4930515B02RIK
5	114773737	114774983	1.8728099999999999	4930515G01RIK
6	67565191	67566446	0.0	4930515G16RIK
X	46267559	46328911	0.0	4930515L19RIK
2	124123636	124129956	0.0	4930517E11RIK
13	50753391	50765248	0.0	4930518P08RIK
13	30615043	30624259	0.0	4930519D14RIK
10	28880921	28923507	0.0	4930519F09RIK
X	103182971	103311782	0.0	4930519F16RIK
9	100022300	100034672	0.0	4930519F24RIK
5	114853664	114883880	0.0	4930519G04RIK
5	15863928	15883829	0.0	4930519H02RIK
9	114368303	114377229	12.4105	4930520O04RIK
13	70232822	70248122	0.0	4930520P13RIK
1	44739676	44744949	0.0	4930521E06RIK
4	109505337	109531297	0.0	4930522H14RIK
4	53246196	53251115	0.0	4930522O17RIK
1	160044382	160080208	2.74582	4930523C07RIK
15	46435866	46496181	0.0	4930523O13RIK
11	31965592	31979651	0.0	4930524B15RIK
14	114831965	114861327	0.0	4930524C18RIK
X	154339225	154343392	0.0	4930524N10RIK
19	10645690	10648053	0.0	4930524O05RIK
9	89826519	89864028	0.0	4930524O08RIK
13	67796594	67830985	0.629254	4930525G20RIK
19	11196817	11299886	0.0	4930526L06RIK
14	45530358	45562933	0.0	4930527F14RIK
18	29442200	29466107	0.0	4930527G23RIK
13	59733630	59739185	0.399969	4930528D03RIK
2	115329264	115344280	0.0	4930528P14RIK
3	91071662	91075195	0.0	4930529C04RIK
14	86245970	86283688	0.0	4930529K09RIK
1	154255689	154270416	0.0	4930532M18RIK
2	113691053	113708550	0.0	4930533B01RIK
1	96612057	96662573	0.0	4930533P14RIK
3	134404143	134423635	0.0	4930539C22RIK
17	28896392	28915324	0.0989558	4930539E08RIK
3	135436209	135438665	2.85185	4930539J05RIK
3	9061964	9071074	0.0	4930539M17RIK
9	15619857	15641224	0.0	4930540M03RIK
16	50590503	50654166	0.0	4930542D17RIK
7	113100168	113142023	0.0	4930543E12RIK
11	70615848	70616890	0.0	4930544D05RIK
6	65952609	65954014	0.337279	4930544G11RIK
13	114607237	114697822	0.0	4930544M13RIK
18	17568746	17580990	0.0	4930545E07RIK
10	68319071	68321142	0.0	4930545H06RIK
2	135169573	135215616	0.261036	4930545L23RIK
18	68889487	68951528	0.0	4930546C10RIK
9	42176592	42209231	0.0	4930546K05RIK
2	103804452	103810622	0.0	4930547E08RIK
16	59636945	59672999	0.0	4930547E14RIK
15	46623305	46639858	0.0	4930548G14RIK
5	31485740	31488476	0.022781400000000004	4930548H24RIK
17	4119446	4122113	0.0	4930548J01RIK
4	26635820	26705449	0.0	4930548K13RIK
18	67768299	67799971	0.596225	4930549G23RIK
9	53402325	53434402	0.534261	4930550C14RIK
X	58909360	58920304	0.0	4930550L24RIK
16	84371143	84375505	0.0	4930553E22RIK
9	84774398	84857691	0.0	4930554C24RIK
2	57181831	57188257	0.0421054	4930555B11RIK
14	5050629	5059243	0.0	4930555G01RIK
16	85819211	85826769	0.0	4930556C24RIK
4	30664596	30796663	0.0	4930556G01RIK
14	61492688	61527389	0.0	4930556J02RIK
15	10714836	10790123	1.29585	4930556M19RIK
10	97035768	97061059	0.0	4930556N09RIK
5	34118740	34135339	0.0	4930557J02RIK
3	95386461	95402841	0.0	4930558C23RIK
X	129064297	129067146	0.0	4930558G05RIK
1	57359222	57377544	0.168848	4930558J18RIK
1	161942086	161979636	0.0348479	4930558K02RIK
16	4835416	4867686	0.0159273	4930562C15RIK
1	160074735	160077985	1.18215	4930562F07RIK
18	10706860	10711832	0.08302230000000001	4930563E18RIK
11	72215138	72218444	0.37954099999999996	4930563E22RIK
5	131880269	131883768	0.0	4930563F08RIK
17	44879770	44880295	0.0	4930564C03RIK
3	105066844	105078806	0.0	4930564D02RIK
3	84349376	84379921	0.0	4930565D16RIK
16	36880519	36897189	2.4508400000000004	4930565N06RIK
8	125584632	125625605	0.0	4930567H12RIK
X	70393901	70394740	0.0	4930567H17RIK
16	71249884	71267176	0.0	4930567J20RIK
10	10748930	10778370	0.0	4930567K20RIK
2	35354218	35367729	0.0	4930568D16RIK
9	13091256	13105858	0.0	4930568E12RIK
1	165064024	165091928	0.0	4930568G15RIK
3	156546753	156561746	0.0	4930570G19RIK
7	125368861	125371013	0.0	4930571K23RIK
5	127170560	127184356	0.0	4930572K03RIK
5	15652286	15657059	0.0	4930572O03RIK
14	25139795	25143241	0.0	4930572O13RIK
3	51276759	51278383	1.51821	4930577N17RIK
18	29396716	29496569	0.0	4930578E11RIK
14	63969339	63987790	0.0327887	4930578I06RIK
15	98983348	98996446	0.152591	4930578M01RIK
16	76122613	76156086	0.0	4930578N18RIK
3	138164078	138239663	0.0	4930579F01RIK
14	54650511	54654607	1.06545	4930579G18RIK
3	79629079	79632820	4.07541	4930579G24RIK
9	98562229	98563611	1.53425	4930579K19RIK
9	35116728	35130922	9.68223	4930581F22RIK
7	118243865	118245551	0.157494	4930583K01RIK
2	124217679	124222331	0.0	4930583P06RIK
5	26460070	26493314	0.0	4930584F24RIK
6	91902809	91950725	0.0	4930590J08RIK
1	140570176	140656404	0.0	4930590L20RIK
2	179414936	179416882	0.0	4930591A17RIK
15	33593881	33653436	0.0	4930592A05RIK
18	82918403	82920560	0.103684	4930592I03RIK
3	58692589	58797331	0.183365	4930593A02RIK
9	120924452	120930804	0.0	4930593C16RIK
1	37485851	37488605	0.235819	4930594C11RIK
X	81419575	81458121	0.0	4930595M18RIK
14	35809488	35811978	0.0	4930596D02RIK
1	138977656	138979246	0.5447310000000001	4930596I21RIK
14	51317335	51345489	0.0	4930597G03RIK
1	95701184	95716518	0.0470599	4930598F16RIK
6	39118473	39148312	0.55345	4930599N23RIK
19	26768801	26823907	0.110577	4931403E22RIK
7	43492044	43505940	0.0460246	4931406B18RIK
9	15283337	15306448	7.152080000000001	4931406C07RIK
7	34236707	34313551	7.051660000000001	4931406P16RIK
1	26681814	26687460	0.0	4931408C20RIK
14	54583663	54605993	1.6812599999999998	4931414P19RIK
6	73468573	73469667	0.0	4931417E11RIK
3	55055242	55084002	0.0	4931419H13RIK
16	71131076	71139029	0.0	4931420L22RIK
2	23207476	23267129	0.0517182	4931423N10RIK
8	105280409	105289864	0.44927	4931428F04RIK
1	30997842	31222684	0.0	4931428L18RIK
9	46303361	46319986	0.0	4931429L15RIK
13	47960330	48018608	0.0	4931429P17RIK
7	128192050	128203328	0.0	4931431B13RIK
5	35581227	35588763	0.09052710000000001	4931431C16RIK
11	29822395	29825668	0.14058199999999998	4931440F15RIK
3	65507257	65529379	1.41675	4931440P22RIK
X	126812462	126815868	0.0179987	4932411N23RIK
16	42725702	42875762	0.0	4932412D23RIK
9	103557090	103565891	0.0	4932413F04RIK
11	21494730	21511178	0.010054700000000001	4932414J04RIK
2	68656486	68748467	0.0	4932414N04RIK
17	53716509	53733843	0.0	4932415M13RIK
8	104794928	104799052	0.0257981	4932416K20RIK
X	89752268	89755491	0.0	4932429P05RIK
11	114413401	114448860	0.0990533	4932435O22RIK
3	36863104	37053033	19.003	4932438A13RIK
16	91053935	91095122	37.8671	4932438H23RIK
5	57570082	57720201	0.0	4932441J04RIK
13	24905593	24914272	0.0	4932702P03RIK
X	169776257	169779635	0.0	4933400A11RIK
17	89320227	89327333	0.0	4933400B14RIK
9	92717456	92795711	0.0	4933400C23RIK
1	89650529	89683908	0.23697100000000001	4933400F21RIK
8	103603782	103680384	0.0	4933400L20RIK
X	107542582	107543800	0.0	4933401B06RIK
17	15631763	15641104	0.0	4933401D09RIK
3	135833701	135840269	0.0	4933401H06RIK
7	40674737	40691273	0.0	4933402C06RIK
1	63754907	63769267	0.127082	4933402D24RIK
X	62283499	62292078	0.0	4933402E13RIK
8	87563853	87589424	0.0	4933402J07RIK
5	59963119	59986004	0.0	4933402J10RIK
14	74355527	74369741	0.0	4933402J15RIK
7	131137713	131146314	0.0	4933402N03RIK
5	11918043	11922821	0.0	4933402N22RIK
X	112239049	112243852	0.0	4933403O08RIK
16	16707614	16718096	0.0	4933404G15RIK
13	23278350	23282267	0.0	4933404K08RIK
5	136919146	136937112	1.70291	4933404O12RIK
3	122864737	122924116	0.0	4933405D12RIK
11	54177772	54213285	0.0	4933405E24RIK
8	105707655	105710246	0.0297685	4933405L10RIK
7	50599190	50600530	0.0	4933405O20RIK
12	32919384	32953789	0.275049	4933406C10RIK
2	146542931	146546108	0.0	4933406D12RIK
14	7412460	7508369	0.0	4933406F09RIK
11	19065276	19075740	0.045954400000000006	4933406G16RIK
7	114315479	114415161	2.03725	4933406I18RIK
7	82743368	82755644	0.034642599999999996	4933406J10RIK
12	106685607	106716362	0.0	4933406K04RIK
1	134385940	134390981	0.017999	4933406M09RIK
4	124569190	124574645	0.0	4933407E24RIK
9	51914427	51927003	0.0	4933407I05RIK
X	75706932	75764699	1.14372	4933407K13RIK
1	85928483	85940624	0.552187	4933407L21RIK
18	34579846	34597468	0.13212100000000002	4933408B17RIK
10	93589413	93605245	0.0170693	4933408J17RIK
8	114341160	114351479	0.0610179	4933408N05RIK
2	68582413	68616463	0.0	4933409G03RIK
10	117925459	117948292	0.0	4933411E08RIK
10	51756173	51757194	0.0	4933411G06RIK
19	42052248	42053627	0.04649930000000001	4933411K16RIK
10	116949757	116963279	0.44918100000000005	4933412E12RIK
15	60014866	60016613	0.0	4933412E24RIK
13	15781664	15802630	0.0	4933412O06RIK
14	26356574	26400456	0.144742	4933413J09RIK
13	117706764	117720011	0.0	4933413L06RIK
1	23100473	23102253	0.0	4933415F23RIK
2	159947341	159981288	0.0	4933416E03RIK
X	53686637	53690919	0.0	4933416I08RIK
8	27142910	27146304	0.23375500000000002	4933416M07RIK
13	34924409	34955875	0.0	4933417A18RIK
8	123235091	123242359	0.37672	4933417D19RIK
1	71958998	72005195	0.0	4933417E11RIK
3	55847105	55848400	0.0	4933417G07RIK
7	143322773	143364625	0.021158700000000003	4933417O13RIK
7	42445462	42448120	0.0	4933421I07RIK
4	33027142	33031323	2.20929	4933421O10RIK
9	35281105	35285423	0.0	4933422A05RIK
18	14988995	15047987	0.109672	4933424G05RIK
1	36710149	36757953	0.0	4933424G06RIK
14	46602806	46637423	0.0	4933425B07RIK
13	105082122	105121782	0.160075	4933425L06RIK
6	88950683	89110031	0.0	4933427D06RIK
11	72153929	72207459	5.81044	4933427D14RIK
15	74709161	74710374	0.027282999999999998	4933427E11RIK
11	25232626	25367137	0.0	4933427E13RIK
4	139926111	139943519	0.0	4933427I22RIK
4	40482840	40525548	0.0	4933428C19RIK
11	97490783	97500340	0.387885	4933428G20RIK
14	48878586	48887112	0.0	4933429O19RIK
7	82937936	82940688	0.0	4933430H16RIK
4	62525369	62547993	0.0714279	4933430I17RIK
11	24481909	24569952	0.0	4933430M04RIK
8	9125412	9132291	0.0	4933430N04RIK
3	107888850	107896213	0.156226	4933431E20RIK
6	72120213	72123197	0.345104	4933431G14RIK
9	118429836	118437048	0.0	4933432G23RIK
14	102987412	103033803	0.0	4933432I03RIK
16	18207822	18213863	0.0	4933432I09RIK
7	121468844	121609334	0.0	4933432K03RIK
8	30568393	30575573	0.0	4933433F19RIK
9	61103012	61105385	0.0	4933433G08RIK
9	75410184	75417709	0.347035	4933433G15RIK
13	66996819	67032408	0.127184	4933433G19RIK
17	84078660	84089875	0.0355843	4933433H22RIK
3	90051636	90063341	30.4531	4933434E20RIK
1	139379452	139402852	0.0	4933436E23RIK
7	68417402	68427362	0.0	4933436H12RIK
X	67919864	67921450	0.0	4933436I01RIK
5	127027377	127088529	0.0	4933438B17RIK
4	147063366	147068436	0.0	4933438K21RIK
11	59505662	59513647	5.87869	4933439C10RIK
1	172538133	172558129	1.42492	4933439K11RIK
10	111586719	111594273	0.0	4933440J02RIK
7	125284025	125349788	0.0	4933440M02RIK
5	26098668	26105362	0.0	5031410I06RIK
5	23382308	23434269	12.6671	5031425E22RIK
2	166447451	166459232	0.019607	5031425F14RIK
6	112285593	112288837	0.0	5031434C07RIK
3	51560035	51567117	1.56666	5031434O11RIK
15	84943936	84988551	5.5323199999999995	5031439G07RIK
5	52973012	52994436	0.0	5033403H07RIK
1	185487294	185498159	0.0	5033404E19RIK
12	111941991	111944484	20.2162	5033406O09RIK
2	59382502	59387471	0.0	5330411J11RIK
2	131820006	131847683	0.0504889	5330413P13RIK
3	108455694	108536536	0.350337	5330417C22RIK
X	105348282	105391776	0.0	5330434G04RIK
6	142614595	142626462	0.0	5330439B14RIK
6	131486400	131553763	0.0	5430401F13RIK
X	77919786	77925062	0.0	5430402E10RIK
6	50566643	50594865	0.21948600000000001	5430402O13RIK
8	35864085	35882957	0.0	5430403N17RIK
2	156844351	156862963	1.34986	5430405H02RIK
5	100420842	100429535	7.623460000000001	5430416N02RIK
7	131174402	131306451	0.0	5430419D17RIK
8	25302650	25306270	0.0	5430421F17RIK
13	80940411	80948597	0.0	5430425K12RIK
12	91045848	91079907	0.0	5430427M07RIK
X	85870354	85891499	12.9994	5430427O19RIK
3	38203151	38208119	0.0	5430434I15RIK
15	5496266	5594984	0.0	5430437J10RIK
14	105427559	105437716	0.0	5430440P10RIK
6	133292216	133295792	0.0	5530400C23RIK
11	81860673	81894582	0.0	5530401A14RIK
X	105037197	105079609	3.4186	5530601H04RIK
9	77366412	77399418	0.0	5730403I07RIK
X	13042015	13045297	2.78062	5730405O15RIK
4	126609818	126614371	6.44875	5730409E04RIK
X	136104603	136115420	0.0	5730412P04RIK
X	109001485	109002296	0.0	5730416F02RIK
10	95417375	95428640	0.815461	5730420D15RIK
10	41568016	41576476	0.0	5730435O14RIK
11	80360492	80378034	4.5384400000000005	5730455P16RIK
3	153789305	153792087	19.5376	5730460C07RIK
5	48327952	48414294	0.60697	5730480H06RIK
4	44702800	44705110	0.0	5730488B01RIK
12	18514510	18535254	0.592233	5730507C01RIK
11	25602763	26210763	0.0	5730522E02RIK
7	140247284	140300736	0.0	5830411N06RIK
5	64044978	64050228	0.589615	5830416I19RIK
3	88775216	88825587	3.5939099999999997	5830417I10RIK
9	103423578	103461260	2.1459900000000003	5830418P13RIK
12	69464787	69475550	0.39429000000000003	5830428M24RIK
7	135635931	135652314	2.7721400000000003	5830432E09RIK
4	155398763	155421704	1.41497	5830444B04RIK
9	120577331	120578074	2.37432	5830454E08RIK
5	148990056	148995223	0.4453	5930430L01RIK
13	101232127	101247551	0.0	5930438M14RIK
1	73618088	73864466	0.0	6030407O03RIK
12	110994398	111013869	0.0	6030440G07RIK
